PEREXNO|FCLTUIN|FCLNAME|FCLTYAD|FCLTCIT|FCLCNTY|FCLSTCD|FCLZIPC|FCLGLAT|FCLGLON|S303D|
RIR50Q008|110004925779|FRANK HALL BOATYARD|3 INDIA POINT RD|WESTERLY|RI009|RI|02891|41.334717|-71.836105||
RIR50Q009|110004925403|SILVER SPRING MARINE INC|362 POND ST|WAKEFIELD|RI009|RI|02879|41.427216|-71.500549||
RIR50Q010|110004931370|RICHARDS MARINE REPAIR SERVICE|19 MARGIN ST VIKING YACHT CLUB|WESTERLY|RI009|RI|02891|41.368042|-71.833054||
RIR50Q011|110032602039|WHARF MARINA|138 WHARF ROAD|WARWICK|RI003|RI|02889|41.69722|-71.390823||
RIR50Q012|110004916093|KENPORT MARINA|650 SUCCOTASH RD|WAKEFIELD|RI009|RI|02879|41.385269|-71.526108||
RIR50Q013|110004908388|STONE COVE MARINA INC|134 SALT POND RD|WAKEFIELD|RI009|RI|02879|41.429153|-71.494156||
RIR50Q014|110004919198|BREWERS SAKONNET MARINA|222 NARRAGANSETT BLVD|PORTSMOUTH|RI005|RI|02871|41.633041|-71.219437||
RIR50Q015|110032602066|DICKERSONS MARINA, INC.|17 REAR ARNOLDS NECK DR|WARWICK|RI003|RI|02886|41.6934162|-71.4528551||
RIR50Q016|110032602075|PLEASANT STREET WHARF|160 PLEASANT STREET|NORTH KINGSTON|RI009|RI|02852|41.57666|-71.447769||
RIR50Q017||HARBOR LIGHT MARINA INC|200 GRAY ST|WARWICK|RI003|RI|02889|41.687296|-71.389269||
RIR50Q018||PIER 65|65 MARGIN ST.|WESTERLY|RI009|RI|02891|41.363327|-71.837494||
RIR50Q019||PONAUG MARINA INC|285 ARNOLDS NECK DR|WARWICK|RI003|RI|02886|41.6953868|-71.452939||
RIR50Q020||OCEAN HOUSE MARINA, INC.|60 TOWN DOCK RD|CHARLESTOWN|RI009|RI|02813|41.381943|-71.64444||
RIR50Q021||JOHNSON'S BOAT YARD|5 ESMOND STREET|NORTH KINGSTON||RI|02852|41.607073|-71.4655565||
RIR50Q022||R.I. MOORING SERVICES|15 PATROL ROAD|NORTH KINGSTON||RI|02852|41.607073|-71.4655565||
RIR50Q023|110004906629|PORT EDGEWOOD, LTD.|1128 NARRAGANSETT BLVD.|CRANSTON|RI007|RI|02905|41.769165|-71.38472||
RIR50Q024||BULLOCK COVE MARINA|254 RIVERSIDE DRIVE|EAST PROVIDENCE|RI007|RI|02915|41.746658|-71.35611||
RIR50Q025||BREWER WICKFORD COVE MARINA|65 REYNOLDS ST|NORTH KINGSTOWN|RI009|RI|02852|41.569992|-71.458328||
RIR50Q027|110037085301|STRIPER MARINA|26 TYLER POINT ROAD|BARRINGTON|RI001|RI|02806|41.7355644|-71.2909112||
RIR50Q029|110006662753|EAST GREENWICH YACHT CLUB|10 WATER STREET|EAST GREENWICH|RI003|RI|02818|41.6634399|-71.4453129||
RIR50Q031|110004934000|WICKFORD SHIPYARD|125 STEAMBOAT AVE|NORTH KINGSTOWN||RI|02852|41.607073|-71.4655565||
RIR50Q034|110037278068|EDGEWOOD YACHT CLUB|3 SHAW AVENUE|CRANSTON|RI007|RI|02905|41.770828|-71.387497||
RIR50Q039|110004908431|COVE HAVEN CORP|101 NARRAGANSETT AVE|BARRINGTON|RI001|RI|02806|41.751106|-71.349393||
RIR50R001|110009439161|PROMET MARINE SERVICES CORPORATION|242 ALLENS AVENUE|PROVIDENCE|RI007|RI|02905|41.806931|-71.402771||
RIR50R002|110012480868|FREEDOM YACHTS|305 OLIPHANT LANE|MIDDLETOWN|RI005|RI|02840-4611|41.537491|-71.27916||
RIR50R003|110000312572|ALBIN MANUFACTURING INCORPORATED|226 W. SHORE RD.|PORTSMOUTH|RI005|RI|02871|41.62027|-71.267776||
RIR50R005|110004917065|CONANICUT MARINE SERVICES|22 VALLEY ST|JAMESTOWN|RI005|RI|02835|41.498322|-71.372208||
RIR50R006|110029952102|PEARSON COMPOSITIES|373 MARKET ST|WARREN|RI001|RI|02885|41.739166|-71.27388||
RIR50R007|110009813229|HINCKLEY YACHT SERVICE|1 LITTLE HARBOR LANDING|PORTSMOUTH|RI005|RI|02871|41.586105|-71.289154||
RIR50R008|110000581264|GENERAL DYNAMICS ELECTRIC BOAT CORPORATION|165 DILLABUR AVENUE|NORTH KINGSTOWN|RI009|RI|02852|41.586105|-71.424988||
RIR50R009||RAM POINT MARINA|2 WILLIAM SCHMID DRIVE|WAKEFIELD|RI009|RI|02879|41.443878|-71.500549||
RIR50R010|110024428118|SENESCO MARINE INC|1390 ROGER WILLIAMS WAY|NORTH KINGSTOWN|RI009|RI|02852|41.587494|-71.412491||
RIR50R011||JAMESTOWN BOAT YARD, INC|60 DUMPLING DRIVE|JAMESTOWN|RI005|RI|02835|41.474167|-71.366379||
RIR50R012|110032603984|SALT POND MARINE RAILWAY|43 PERRYWINKLE RD|WAKEFIELD|RI009|RI|02879|41.388885|-71.516663||
RIR50S001|110007828324|RI AIRPORT CORP NEWPORT AIRPORT|FOREST AVE|MIDDLETOWN|RI005|RI|02842|41.52916|-71.284714||
RIR50S002|110004910473|RI AIRPORT CORP QUONSET AIRPORT|210 AIRPORT ST TERMINAL BLDG|NORTH KINGSTOWN|RI009|RI|02852|41.597214|-71.412216||
RIR50S003|110004933788|WESTERLY AIRPORT|56 AIRPORT ROAD|WESTERLY|RI009|RI|02891|41.349991|-71.804153||
RIR50S004|110020978888|BLOCK ISLAND AIRPORT|1 CENTER RD|NEW SHOREHAM|RI009|RI|02807|41.163879|-71.579163||
RIR50S005|110004933662|RI AIRPORT CORP NORTH CENTRAL ARPT|380B JENCKES HILL RD|LINCOLN|RI007|RI|02865|41.920822|-71.491379||
RIR50S006|110009813130|ARMY AVIATION SUPPORT FACILITY|QUONSET PT/DAVISVILLE IND. PRK|NORTH KINGSTOWN|RI009|RI|02852|41.594437|-71.415268||
RIR50T001|110000760757|NBC FIELDS POINT|2 ERNEST STREET|PROVIDENCE||RI|02905|40.794434|-71.391663||
RIR50T002|110004911926|BUCKLIN POINT WASTEWATER TREATMENT FACILITY|102 CAMPBELL AVENUE|RUMFORD|RI007|RI|02916|41.849991|-71.365265||
RIR50U001|110032893983|BUNGE NORTH AMERICA - EAST|38 COLFAX ST.|PAWTUCKET|RI007|RI|02860|41.858597|-71.409164||
RIR50U002|110000499327|PEPSI BOTTLING GROUP|1400 PONTIAC AVE.|CRANSTON||RI|029204460|44.605545|-72.2061||
RIR50V001|110006693827|TYTEX, INC.|601 PARK EAST DRIVE|WOONSOCKET|RI007|RI|02895|41.997208|-71.474991||
RIR50V002|110004928115|BRUIN PLASTICS CO INC|61 JOSLIN RD|GLENDALE|RI007|RI|02826|41.974991|-71.631943||
RIR50V003|110001663138|MURDOCK WEBBING CO|27 FOUNDRY STREET|CENTRAL FALLS|RI007|RI|02863|41.889999|-71.386108||
RIR50V004|110000312251|COOLEY INC|50 ESTEN AVE.|PAWTUCKET|RI007|RI|02860-4871|41.848053|-71.402771||
RIR50V005|110001991649|CHARBERT INC|299 CHURCH STREET|WOOD RIVER JUNCTION||RI|02894|41.43721|-70.720551||
RIR50XXXX|110009321983|LANDFILL & RESOURCE REC., INC.|OXFORD ROAD|NORTH SMITHFIELD|RI007|RI|02895|41.984711|-71.588882||
RIR50X001|110032604849|THE PROVIDENCE JOURNAL|1 PROVIDENCE PLACE WAY|PROVIDENCE|RI007|RI|02903|41.826385|-71.415268||
RIR50X002|110000819945|JAY PACKAGING GROUP|100 WARWICK INDUSTRIAL DRIVE|WARWICK|RI003|RI|028862417|41.71666|-71.424988||
RIR50Y001||TORAY PLASTICS AMERICA INCORPORATED|50 BELVER AVENUE|NORTH KINGSTOWN|RI009|RI|028527500|41.593048|-71.426102||
RIR50Y002|110004908280|TORAY PLASTICS (AMERICA), INC.|560 OLD BAPTIST RD|NORTH KINGSTOWN|RI009|RI|02852|41.601379|-71.480545||
RIR50Y003|110000312527|A T CROSS CO|1 ALBION RD.|LINCOLN|RI007|RI|028653700|41.934708|-71.481934||
RIR50Y004|110000312082|SAINT GOBAIN PERFORMANCE PLASTICS|386 METACOM AVENUE|BRISTOL|RI001|RI|028095126|41.678604|-71.258331||
RIR50Y005|110004903515|ALCOA FLEXIBLE PACKAGING|70 INDUSTRIAL DR|CUMBERLAND|RI007|RI|02864|41.952774|-71.397217||
RIR50Y006|110037119953|PORTOLA TECH INTERNATIONAL|85 FAIRMOUNT ST.|WOONSOCKET|RI007|RI|02895|42.002777|-71.523331||
RIR500000||||||||0.0|0.0||
RIR500027|110009321983|LANDFILL & RESOURCE REC., INC.|OXFORD ROAD|NORTH SMITHFIELD|RI007|RI|02895|41.984711|-71.588882||
RIR600000||||||||0.0|0.0||
RIR600004|110004932155|CITY METAL COMPANY|55 SHIPYARD STREET|PROVIDENCE|RI007|RI|02905|71.392212|-41.794434|Y|
RIR600008|110000618662|METECH INTERNATIONAL, LLC|120 MAPLEVILLE MAIN ST.|MAPLEVILLE|RI007|RI|02839|41.948318|-71.643875||
RIR600010|110004925706|FORTUNE METAL, INC.|105 VALLEY STREET|EAST PROVIDENCE|RI007|RI|02914|41.820831|-71.381943|Y|
RIR600052|110009813041|PORTSMOUTH TANSFER STATION|HEDLEY ROAD & WEST MAIN ROAD|PORTSMOUTH|RI005|RI|02871|41.683319|-71.21666||
RIR600104|110000905003|GEIB REFINING CORPORATION|399 KILVERT STREET|WARWICK|RI003|RI|02886|41.7304559|-71.450684||
RIR600121|110004929329|NORANDA SAMPLING, INC.|DIV. OF NORANDA RECYCLING, INC|EAST PROVIDENCE|RI007|RI|02914|41.8164902|-71.3646236||
RIR600139|110009813069|RED'S AUTO SALVAGE|19 DEXTER STREET|JOHNSTON|RI007|RI|02919|41.845743|-71.484982||
RIR600142|110004917831|BILL'S AUTO PARTS, INC.|70 MACONDRY STREET|CUMBERLAND|RI007|RI|02864|71.395264|-41.90361|Y|
RIR600143|110004929230|K & R AUTO SALVAGE, INC.|950 SMITHFIELD ROAD|NORTH PROVIDENCE|RI007|RI|02904|0.0|0.0||
RIR600160|110009813078|NORTH PROVIDENCE AUTO SALVAGE|940 SMITHFIELD ROAD|NORTH PROVIDENCE|RI007|RI|02917|41.875|-71.479156||
RIR600180|110004934091|HALL'S GARAGE, INC.|56 PLAINFIELD PIKE|NORTH SCITUATE|RI007|RI|02857|41.8196045|-71.6436028||
RIR700000||||||||0.0|0.0||
RIR700038|110000312180|OCEAN STATE POWER|1575 SHERMAN FARMS ROAD|HARRISVILLE|RI007|RI|02830|42.008331|-71.670822||
RIR700251|110000312796|DOMINION ENERGY MANCHESTER|STREET, INC.|PROVIDENCE|RI007|RI|02903|41.816736|-71.4091563||
RIR700406|110009450478|RI STATE ENERGY PARTNERS|(RISEP)|JOHNSTON|RI007|RI|02919|41.8268401|-71.5130445||
RIR800000||||||||0.0|0.0||
RIR800043|110006662753|EAST GREENWICH YACHT CLUB|10 WATER STREET|EAST GREENWICH|RI003|RI|02818|41.6634399|-71.4453129||
RIR800044|110004906629|PORT EDGEWOOD, LTD.|1128 NARRAGANSETT BLVD.|CRANSTON|RI007|RI|02905|41.769165|-71.38472|Y|
RIR800046|110009813112|PAWTUXET COVE MARINA|75 FORT AVENUE|CRANSTON|RI007|RI|02905|41.751938|-71.393051|Y|
RIR800055|110009442371|NEWPORT TRANSFER STATION|65 HALSEY STREET|NEWPORT|RI005|RI|02840|41.5|-71.283325|Y|
RIR800057|110004896738|WASTE MANAGEMENT OF RI, INC.|1610, 1615, 1688 PONTIAC AVE.|CRANSTON|RI007|RI|02920|47.783325|-71.5||
RIR800103|110012218554|NEWPORT YACHTING CENTER|4 COMMERCIAL WHARF|NEWPORT|RI005|RI|02840|41.485282|-71.317341||
RIR800110|110009813130|ARMY AVIATION SUPPORT FACILITY|QUONSET PT/DAVISVILLE IND. PRK|NORTH KINGSTOWN|RI009|RI|02852|41.607073|-71.4655565||
RIR800111|110037142954|ORGANIZATIONAL MAINTENANCE|SHOP #4 (OMS #4)|EAST GREENWICH|RI003|RI|02818|0.0|0.0||
RIR800112|110004911720|ORGANIZATIONAL MAINTENANCE|SHOP #3 (OMS #3)|WARWICK|RI003|RI|02886|0.0|0.0||
RIR800113|110004911695|ORGANIZATIONAL MAINTENANCE|SHOP #2|WARREN|RI001|RI|02885|0.0|0.0||
RIR800115|110004911711|ORGANIZATIONAL MAINTENANCE|SHOP #1 (OMS #1)|NORTH SCITUATE|RI007|RI|02857|0.0|0.0||
RIR800116|110006693756|COMBINED SUPPORT MAINTENANCE|395 GEORGE WASHINGTON HIGHWAY|SMITHFIELD|RI007|RI|02917|41.9036825|-71.5130445||
RIR800126|110004896088|NETC, NAVAL WAR COLLEGE|NAVAL HOSPITAL, FORT ADAMS|NEWPORT|RI005|RI|02841|41.522217|-71.308319|Y|
RIR800127|110007827600|ROADWAY EXPRESS, INC. (T108)|ROUTE 116|LINCOLN|RI007|RI|02865|41.9375|-71.483322||
RIR800135|110004919660|NEW ENGLAND MOTOR FREIGHT|400 DIVISION STREET|PAWTUCKET|RI007|RI|02860|41.873047|-71.383331|Y|
RIR800151|110004908431|COVE HAVEN MARINA|101 NARRAGANSETT AVENUE|BARRINGTON|RI001|RI|02806|41.7490024|-71.349584||
RIR800152|110009813167|DICKERSONS MARINA, INC.|17 REAR ARNOLDS NECK DR|WARWICK|RI003|RI|02886|41.6934162|-71.4528551||
RIR800156|110004919198|BREWER'S SAKONNET MARINA|222 NARRAGANSETT BOULEVARD|PORTSMOUTH|RI005|RI|02871|41.5905625|-71.2517835||
RIR800157|110004930932|BREWER WICKFORD COVE MARINA|65 REYNOLDS STREET|NORTH KINGSTOWN|RI009|RI|02852|41.59166|-71.47583|Y|
RIR800158|110004924459|BREWER YACHT YARD|100 FOLLY LANDING|WARWICK|RI003|RI|02886|0.0|0.0||
RIR800168|110010954716|NEWPORT BUS STORAGE FACILITY|CODDINGTON HIGHWAY|NEWPORT|RI005|RI|02840|41.516663|-71.3125|Y|
RIR800183|110004932565|TNT RED STAR EXPRESS|INDUSTRIAL DRIVE|CUMBERLAND|RI007|RI|02864|41.953199|-71.3968252||
RIR800227|110009812998|HILLSGROVE CORPORATE AIR PARK|WARWICK INDUSTRIAL PARK|WARWICK|RI003|RI|02886|41.7034769|-71.4655565||
RIR800293|110013727217|PROVIDENCE MAINTENANCE OF WAY|165 ROYAL LITTLE DRIVE|PROVIDENCE|RI007|RI|02904|41.8487536|-71.4125682||
RIR800300|110009813014|UPS CARTAGE SERVICES, INC.-025|101 HALLENE ROAD|WARWICK|RI003|RI|02888|41.7336952|-71.4283461||
RIR800403|110013402727|CON-WAY CENTRAL EXPRESS - XPI|15 SOUTHERN INDUSTRIAL DRIVE|CRANSTON|RI007|RI|02921|41.782069|-71.5245769||
RIR800411|110012803163|WARWICK TRANSFER STATION|65 O'KEEFE LANE|WARWICK|RI003|RI|02886|41.7034769|-71.4655565||
RIR800469|110015657190|FIRST STUDENT, INC. #1719|40 HIGGINSON AVENUE|CENTRAL FALLS|RI007|RI|02863|0.0|0.0||
RIR800470|110004920649|FIRST STUDENT, INC. #1724|112 GALLWAY STREET|WARWICK|RI003|RI|02889|0.0|0.0||
RIR900000||||||||0.0|0.0||
RIR900026|110004911926|BUCKLIN POINT WWTF|102 CAMPBELL AVENUE, BOX A|RUMFORD|RI007|RI|02916|41.852493|-71.368881|Y|
RIR900101|110000760757|FIELD'S POINT WWTF|2 ERNEST STREET|PROVIDENCE|RI007|RI|02905|41.7927589|-71.390818||
RI0000019|110004936570|NARRAGANSETT IMAGING|51 INDUSTRIAL DRIVE|NORTH SMITHFIELD|RI007|RI|02896|41.826797|-71.436096||
RI0000035|110000499292|ARKWRIGHT ADVANCED COATING, INC.|538 MAIN STREET|FISKEVILLE|RI003|RI|02823|41.724609|-71.536194||
RI0000043|110000735697|BRADFORD PRINTING AND FINISHING, LLC|460 BRADFORD ROAD|BRADFORD|RI009|RI|02808|41.407486|-71.756104|Y|
RI0000051|110024907074|WREC, PRECISION PARK, LLC|180D FRENCHTOWN ROAD|NORTH KINGSTOWN|RI009|RI|02852|41.626938|-71.472488||
RI0000124|110000312527|A.T. CROSS COMPANY|1 ALBION ROAD|LINCOLN|RI007|RI|02865|41.935547|-71.477219||
RI0000132|110000312135|CLARIANT CORPORATION|500 WASHINGTON STREET|COVENTRY|RI003|RI|02816|41.691376|-71.539154|Y|
RI0000191|110000312117|KENYON INDUSTRIES, INC|36 SHERMAN AVENUE - POB 115|SHANNOCK|RI009|RI|02875|41.445831|-71.626938|Y|
RI0000248|110000312705|ORIGINAL BRADFORD SOAP WORKS|200 PROVIDENCE STREET|WEST WARWICK|RI003|RI|02893|41.714722|-71.512207|Y|
RI0000281|110000904996|RAYTHEON COMPANY|1847 WEST MAIN ROAD|PORTSMOUTH|RI005|RI|028711087|41.573044|-71.285828|Y|
RI0000434|110000312796|DOMINION ENERGY MANCHESTER ST., INC.|40 POINT STREET|PROVIDENCE|RI007|RI|02903|41.816101|-71.405273|Y|
RI0000442|110032895669|INLAND FUEL TERMINALS, INC.|25 STATE AVE|TIVERTON|RI005|RI|02878|41.65419|-71.200882||
RI0000485|110009812907|BLACKSTONE SMITHFIELD CORP|BUTLER ST. - BLACKSTONE PLANT|NORTH SMITHFIELD|RI007|RI|02895|41.96666|-71.566666||
RI0000566|110000312750|ATP MANUFACTURING, LLC|ROUTE 146-A|NORTH SMITHFIELD|RI007|RI|02896|42.001694|-71.496796||
RI0000744|110000762942|REEVES BROTHERS, INC.|(FORMERLY LLOYD MFG. CORP.)|WARREN|RI001|RI|02885|41.727768|-71.276382||
RI0000949|110001663664|USEPA - ATLANTIC ECOLOGY DIV.|27 TARZWELL DRIVE|NARRAGANSETT|RI009|RI|02882|41.472488|-71.424988||
RI0001007|110006693685|RIDEM/CAROLINA TROUT HATCHERY|13 A OLD RICHMOND TOWNHOUSE RD|CAROLINA|RI009|RI|02812|41.475494|-71.646378||
RI0001121|110000735704|BLOUNT SEAFOOD CORPORATION|383 WATER STREET|WARREN|RI001|RI|02885|41.727219|-71.286377||
RI0001139|110000581255|STANLEY FASTENING SYSTEMS, LP|1 BRIGGS DRIVE|EAST GREENWICH|RI003|RI|02818|41.633331|-71.497208||
RI0001180|110000312411|OSRAM SYLVANIA PRODUCTS, INC.|1193 BROAD ST|CENTRAL FALLS|RI007|RI|02863|41.895554|-71.387772|Y|
RI0001252|110004909813|GREENE PLASTICS CORP|CANONCHET RD|HOPE VALLEY|RI009|RI|02832|41.495819|-71.747208||
RI0001325|110007828011|CHEVRON-E.PROVIDENCE TERMINAL|VETERANS MEMORIAL PARKWAY|EAST PROVIDENCE|RI007|RI|02914|41.812378|-71.366379|Y|
RI0001333|110000313152|EXXONMOBIL OIL CORPORATION -|1001 WAMPANOAG TRAIL|EAST PROVIDENCE|RI007|RI|02915|41.783325|-71.343048|Y|
RI0001384|110001663174|SPRAGUE ENERGY CORPORATION|PROVIDENCE TERMINAL|PROVIDENCE|RI007|RI|02903|41.809296|-71.404602|Y|
RI0001481|110000312894|MOTIVA ENTERPRISES, LLC|520 ALLENS AVE., PROV. TERMINAL|PROVIDENCE|RI007|RI|02905|41.799179|-71.399994|Y|
RI0001546|110004909662|RHODE ISLAND MALL|191 RHODE ISLAND MALL|WARWICK|RI003|RI|02886|41.696182|-71.453186|Y|
RI0001589|110004922415|PAWTUCKET WATER TREATMENT PLANT|85 BRANCH STREET|PAWTUCKET|RI007|RI|02860|41.900604|-71.386688||
RI0001619|110009812943|JAMESTOWN WATER TRTMT PLANT|NORTH ROAD|JAMESTOWN|RI005|RI|02835|41.508881|-71.383377||
RI0001627|110009700975|WOONSOCKET WATER TREATMENT PLANT|1500 MANVILLE ROAD|WOONSOCKET|RI007|RI|02895|42.001694|-71.496796|Y|
RI0001643|110004907218|GLENS FALLS LEHIGH CEMENT FAC.|25 TERMINAL ROAD|PROVIDENCE|RI007|RI|02905|41.79538|-71.396805|Y|
RI0001651|110000581282|GETTY TERMINALS CORPORATION|DEXTER RD & MASSASOIT AVENUE|EAST PROVIDENCE|RI007|RI|02914|41.828888|-71.370605|Y|
RI0020141|110000312439|THE OKONITE COMPANY|111 MARTIN STREET|ASHTON|RI007|RI|02864|41.933319|-71.433319|Y|
RI0020150|110000904987|DEFENSE FUEL SUPPORT POINT|ROUTE 114|PORTSMOUTH|RI005|RI|02871|41.608185|-71.273804||
RI0020168|110007825078|BRIARCLIFF MANOR NURSING HOME|49 OLD POCASSET ROAD|JOHNSTON|RI007|RI|02919|41.827179|-71.520599||
RI0020176|110010364845|RI MHRH - CENTRAL POWER PLANT|POWER ROAD|CRANSTON|RI007|RI|02920|41.766998|-71.466888||
RI0020346|110024907065|FREEDOM BAY DEVELOPMENT|2547 WEST MAIN ROAD|PORTSMOUTH|RI005|RI|02871|41.608185|-71.273804||
RI0020362|110006693658|THE DUNES CLUB|137 BOSTON NECK ROAD|NARRAGANSETT|RI009|RI|02882|41.374802|-71.513794||
RI0020401|110000772085|WORCESTER TEXTILE COMPANY|ONE GREYSTONE AVENUE|CENTERDALE|RI007|RI|02911|41.833328|-71.5|Y|
RI0021024|110004904970|NEW ENGLAND GAS COMPANY|642 ALLENS AVENUE|PROVIDENCE|RI007|RI|02905|41.794998|-71.398102|Y|
RI0021156|110000312849|UNITED OIL RECOVERY, INC.|167 MILL STREET|CRANSTON|RI007|RI|02905|41.765076|-71.413742||
RI0021334|110004908529|INTERNATIONAL MFG SERV INC|50 SCHOOLHOUSE LN|PORTSMOUTH|RI005|RI|02871|41.556488|-71.238388||
RI0021377|110000895096|LEVITON MANUFACTURING CO, INC.|745 JEFFERSON BLVD|WARWICK|RI003|RI|02886|41.725189|-71.444382|Y|
RI0021423|110000312518|TECHNICAL MATERIALS INC|5 WELLINGTON RD|LINCOLN|RI007|RI|02865|41.826797|-71.436096||
RI0021466|110035831222|CNC INTERNATIONAL, LP|20 PRIVILEGE ST|WOONSOCKET|RI007|RI|02895|42.013611|-71.501877||
RI0021555|110011780288|QUONSET STATE AIRPORT|1 MINUTEMAN WAY|NORTH KINGSTOWN|RI009|RI|02825-7502|41.582687|-71.458374||
RI0021571|110000313090|INDUPLATE INC|1 GREYSTONE DR|NORTH PROVIDENCE|RI007|RI|02911|41.826797|-71.436096|Y|
RI0021580|110001663888|ANTHONY MILL PARTNERS, LLC|624 WASHINGTON STREET|COVENTRY|RI003|RI|02816|41.696747|-71.547577||
RI0021598|110037945016|T.F. GREEN STATE AIRPORT|2000 POST ROAD|WARWICK|RI003|RI|028861533|41.703888|-71.455887||
RI0021601|110007828048|P.J. HOLTON TREATMENT PLANT|61 NORTH ROAD, ROUTE 116|HOPE|RI007|RI|02831|41.758987|-71.568497||
RI0021644|110004908280|TORAY PLASTICS (AMERICA), INC.|560 OLD BAPTIST RD|NORTH KINGSTOWN|RI009|RI|02852|41.600189|-71.48288||
RI0021687|110016692337|COASTAL FOOD SERVICE|481 DYER AVENUE|CRANSTON|RI007|RI|02920|41.800598|-71.458374|Y|
RI0021695|110006693667|SLAVIN POINT JUDITH COMPANY|75 STATE STREET - POB 730|NARRAGANSETT|RI009|RI|02882|41.407486|-71.477875||
RI0021741|110028052185|PAWTUCKET POWER ASSOCIATES, LP|181 CONCORD STREET|PAWTUCKET|RI007|RI|02860|41.878326|-71.383331|Y|
RI0021784|110006802683|LAWTON VALLEY WATER TREAT PLNT|2200 WEST MAIN ROAD|PORTSMOUTH|RI005|RI|02871|41.573608|-71.288803||
RI0021814|110000819892|ASHAWAY LINE & TWINE MFG CO|24 LAUREL STREET|ASHAWAY|RI009|RI|02804|41.42218|-71.792877||
RI0021849|110009814111|THE TOWN DOCK, INC.|45 STATE ST|NARRAGANSETT|RI009|RI|02882|41.374802|-71.513794||
RI0021962|110000312778|NORTHEAST PETROLEUM|170 ALLENS AVENUE|PROVIDENCE|RI007|RI|02903|41.809296|-71.404602|Y|
RI0022080|110000762666|COASTAL PLASTICS, INC.|35 MECHANIC STREET|HOPE VALLEY|RI009|RI|02832|41.502304|-71.717499||
RI0022942|110000581255|STANLEY FASTENING SYSTEMS, LP|ONE BRIGGS DRIVE|EAST GREENWICH|RI003|RI|02818|41.641602|-71.495102||
RI0023019|110006693596|ABC REALTY COMPANY|39 MANTON AVENUE|PROVIDENCE|RI007|RI|02909|41.826797|-71.436096||
RI0023141|110028184514|WASHINGTON COUNTY TURF FARM|RFD #1|WEST KINGSTON|RI009|RI|02892|41.501602|-71.601791|Y|
RI0023159|110009812694|BROWN UNIV. CENTRAL HEAT PLANT|235 LLOYD AVENUE|PROVIDENCE|RI007|RI|02912|41.8311|-71.399887|Y|
RI0023175|110028184523|WARWICK MALL|100 WEST NATICK ROAD|WARWICK|RI003|RI|02886|41.723053|-71.473602||
RI0023191|110009812710|CHOPMIST XTRAMART|DANIELSON PIKE|SCITUATE|RI007|RI|02857|41.837997|-71.636597||
RI0023221|110000496017|CUMBERLAND ENGINEERING DIV|100 RODDY AVENUE|SOUTH ATTLEBORO|RI007|MA|02703|41.893051|-71.382217||
RI0023299|110028184532|RHODE ISLAND MALL|EAST AVENUE AND BALD HILL RD.|WARWICK|RI003|RI|02886|41.71008|-71.4901969||
RI0023302|110004921345|SEARS ROEBUCK & CO|650 BALD HILL RD , RI MALL|WARWICK|RI003|RI|02886|41.720825|-71.483322||
RI0023311|110006693612|DAVE HANDRIGAN SEAFOOD, INC.|280 GREAT ISLAND ROAD|NARRAGANSETT|RI009|RI|02882|41.3806|-71.509552||
RI0023388|110016692408|BERCEN, INC.|1381 CRANSTON STREET|CRANSTON|RI007|RI|02920|41.791253|-71.45796||
RI0023400|110004925733|DEBLOIS OIL COMPANY|632 RIVER STREET|WOONSOCKET|RI007|RI|02895|42.004852|-71.524078||
RI0023418|110004923058|PETRO HOLDINGS, INC|2579 SOUTH COUNTY TRAIL|EAST GREENWICH|RI003|RI|02818|41.626099|-71.493179||
RI0023426|110016692355|ANN & HOPE CORPORATE OFFICES|ONE ANN & HOPE WAY|CUMBERLAND|RI007|RI|02864|41.180939|-71.593994||
RI0023434|110015597996|GREENWICH CLUB, INC.|5426 POST ROAD|EAST GREENWICH|RI003|RI|02818|41.645996|-71.462296|Y|
RI0023442|110007019190|RI RESOURCE RECOVERY CORP.|65 SHUN PIKE|JOHNSTON|RI007|RI|02919|41.805573|-71.525848|Y|
RI0023485|110002370470|METALS RECYCLING, LLC|89 CELIA STREET|JOHNSTON|RI007|RI|02919|41.824554|-71.469742|Y|
RI0023523|110001662790|ELIZABETH WEBBING MILLS CO.|521 ROOSEVELT AVENUE|CENTRAL FALLS|RI007|RI|02863|41.884659|-71.382431||
RI0023531|110028184541|CLIFFORD WHITE (RESIDENTIAL)|541 SEASIDE DRIVE|JAMESTOWN|RI005|RI|02835|41.526962|-71.390884||
RI0023558|110009812765|THE SAKONNET POINT CLUB|11 BLUFF HEAD AVENUE|LITTLE COMPTON|RI005|RI|02837|41.463608|-71.195633||
RI0023566|110009439107|175 POST ROAD, LLC|175 POST ROAD|WARWICK|RI003|RI|02886|41.762548|-71.3954225||
RI0023574|110024267620|HOME DEPOT|387 CHARLES STREET|PROVIDENCE|RI007|RI|02903|41.844971|-71.417542|Y|
RI0023582|110028184550|RI FREIGHT RAIL IMPROVMT PROJ.|NE CORNER RAIL LINE|PROVIDENCE|RI007|RI|02903|41.820572|-71.437103||
RI0023591|110014389090|CENTRE OF NEW ENGLAND|NEW LONDON TURNPIKE/|E&W GREENWICH/COVENTRY|RI003|RI|02817|41.662109|-71.55275||
RI0023604|110013738045|STRAWBERRY FIELD ESTATES, INC.|333 STRAWBERRY FIELD ROAD|WARWICK|RI003|RI|02886|41.712021|-71.426575|Y|
